%%  AutoUniv Version 1 User Guide 

%%  1 About AutoUniv 
%%  AutoUniv (AU) is a tool for creating classification models and generating 
%%  classified examples. 
%%  AU was designed by 
%%  Ray J. Hickey 
%%  E: ray.j.hickey@gmail.com
%%  W: http://sites.google.com/site/autouniv
%%  AU was programmed in Win-Prolog, version 4.9 from Logic Programming 
%%  Associates and makes use of the Prolog compiler and reasoning engine. 

%%  2 Installation 
%%  AU runs under Windows. Around 2GB of memory will be sufficient. Simply 
%%  extract AU.zip. AU does not alter registry settings. 
%%  All files are in the top-level folder. AU consists of four files: au.exe, au.dll, au.ini, 
%%  au.ovl. Two sub-folders exist containing examples of models and of data sets. 
%%  In addition to this User Guide there is also a Reference Manual. 
%%  Memory settings are in au.ini. These have been set to cater for the largest 
%%  models and should not need adjusting. 

%%  3 Running AU 
%%  Run au.exe. This will start the Launcher. From here you can run the two 
%%  applications namely the model builder, Create Model, and the data generator, 
%%  Generate Data. 
%%  The following sections provide a brief description of the use of the model builder 
%%  and data generator. These should be read in conjunction with the more detailed 
%%  account of AU in the Reference Manual. 

%%  4 The model builder tool 
%%  The Build Classification Model dialog is available from the Launcher. Settings 
%%  are made for attributes, classes and rules. The order in which settings are 
%%  entered is controlled. For example, the number of relevant attributes cannot be 
%%  specified until the number of attributes overall is specified. Validity checks 
%%  operate to prevent illegitimate entries. There is also auto completion. 
%%  The Class Distribution Settings dialog is available from the Customise 
%%  Distribution button or these settings can be randomised from the Randomise 
%%  Distributions button. A total weight of 1000 must be distributed across the 
%%  classes to reflect the prominence of each class. Applying Hold to any weight will 
%%  cause it to be retained when randomisation is applied. Minimum and maximum 
%%  values for the majority class probability are set for each class. These are 
%%  expressed as integers up to 1000 subject to a minimum necessary to secure a 
%%  majority class (which is displayed). Randomisation is also available, with hold. 
%%  Selecting Zero Noise followed by randomisation will set minimum and maximum - 2 - 
%%  to 1000 for unheld classes. Illegitimate values will be notified to the user when 
%%  the Apply button is pressed. 
%%  When all build settings have been made the Apply button in the Build 
%%  Classification Model dialog is enabled. When activated, this will enable the Start
%%  button for model building. Progress in the building of the model is echoed in the 
%%  Build Log window. After completion or failure, the model may be rebuilt with or 
%%  without attribute definitions and attribute factorisation being retained. 
%%  Once built, a model may be saved which creates its .aupl, .aurules and 
%%  .auprops files. The .aupl file provides the Prolog source code definition of the 
%%  model. 
%%  A new model may now be built or drift may be applied to the existing model by 
%%  selecting Keep attribute definitions and, possibly, other keep options depending 
%%  on the type of drift required. 
%%  When the user returns to the Launcher, the current build settings are retained. 

%%  5 The data generator tool 
%%  The Generate Data Set from Model dialog is available from the Launcher. Here 
%%  a model is selected and will be compiled into the Prolog system. A file format 
%%  for the examples is selected. The three available formats are CSV, ARFF (for 
%%  WEKA) and C4.5. Examples may be generated with or without header attribute 
%%  information. The latter is useful for appending examples to existing files. 

%%  6 Modification of the .aupl file 
%%  The user can edit the .aupl file for a model in order to manually alter the model 
%%  definition. Caution should be exercised when doing this. It is the user’s 
%%  responsibility to ensure the logical integrity and syntactic correctness of any 
%%  alterations. Logical flaws will cause the data generator to crash. In this situation, 
%%  the system should be exited and restarted. Syntax errors will produce a Prolog 
%%  compiler error message. 

@relation autoUniv-au4-2500

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 {v1,v2,v3,v4,v5,v6}
@attribute V4 {v1,v2,v3,v4}
@attribute V5 numeric
@attribute V6 {v1,v2,v3}
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 {v1,v2,v3,v4}
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 {v1,v2,v3}
@attribute V13 {v1,v2}
@attribute V14 {v1,v2,v3,v4,v5}
@attribute V15 {v1,v2,v3,v4,v5,v6}
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 {v1,v2}
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 {v1,v2,v3,v4}
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 {v1,v2}
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 {v1,v2,v3,v4,v5,v6}
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 {v1,v2,v3,v4,v5}
@attribute V38 {v1,v2,v3,v4}
@attribute V39 {v1,v2,v3,v4,v5}
@attribute V40 {v1,v2}
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 {v1,v2,v3,v4,v5}
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 {v1,v2,v3,v4,v5,v6}
@attribute V48 {v1,v2,v3}
@attribute V49 {v1,v2,v3,v4,v5,v6}
@attribute V50 numeric
@attribute V51 {v1,v2,v3,v4,v5}
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 {v1,v2,v3,v4,v5}
@attribute V56 {v1,v2,v3,v4,v5}
@attribute V57 {v1,v2,v3}
@attribute V58 {v1,v2,v3}
@attribute V59 numeric
@attribute V60 numeric
@attribute V61 numeric
@attribute V62 numeric
@attribute V63 numeric
@attribute V64 {v1,v2,v3,v4,v5}
@attribute V65 numeric
@attribute V66 {v1,v2}
@attribute V67 numeric
@attribute V68 {v1,v2,v3,v4,v5}
@attribute V69 {v1,v2,v3,v4}
@attribute V70 numeric
@attribute V71 numeric
@attribute V72 numeric
@attribute V73 numeric
@attribute V74 numeric
@attribute V75 numeric
@attribute V76 numeric
@attribute V77 numeric
@attribute V78 numeric
@attribute V79 {v1,v2,v3,v4,v5}
@attribute V80 numeric
@attribute V81 {v1,v2,v3,v4}
@attribute V82 numeric
@attribute V83 {v1,v2,v3}
@attribute V84 {v1,v2}
@attribute V85 numeric
@attribute V86 numeric
@attribute V87 numeric
@attribute V88 numeric
@attribute V89 {v1,v2,v3,v4,v5,v6}
@attribute V90 {v1,v2,v3}
@attribute V91 numeric
@attribute V92 {v1,v2}
@attribute V93 {v1,v2}
@attribute V94 numeric
@attribute V95 numeric
@attribute V96 {v1,v2,v3,v4,v5}
@attribute V97 {v1,v2,v3}
@attribute V98 {v1,v2,v3,v4,v5,v6}
@attribute V99 {v1,v2}
@attribute V100 {v1,v2,v3,v4,v5}
@attribute Class {class1,class2,class3}

@data
1,2,v2,v2,0.22,v2,1,2,v2,3,73195,v2,v1,v5,v1,0.56,601,33.3,v2,60,78.3,0.943,207,3,v2,0,443,1,0.943,798,v1,0.61,647,v5,5141,0.664,v1,v2,v1,v1,2,6253,0,v5,7.6,1,v6,v3,v6,2,v3,2,3.72,1,v2,v2,v3,v2,66316,6426,42.9,1,31.3,v2,2,v2,14101,v3,v4,6.83,3,6516,0.73,4719,0,93,80.6,2,v1,0,v4,3.57,v3,v2,54.4,4.82,2,443,v3,v3,1,v1,v1,0,5665,v2,v3,v5,v2,v5,class2
1,4,v6,v3,0.46,v3,0,3,v3,3,33116,v2,v2,v2,v5,0.49,317,34.2,v2,48,83.3,0.838,274,0,v2,1,421,1,0.915,873,v1,0.616,615,v5,5029,0.136,v3,v2,v1,v2,2,6401,1,v1,7.29,1,v2,v2,v1,2,v4,1,6.89,0,v2,v1,v2,v1,69386,5724,45.4,0,61,v3,2,v1,21745,v2,v4,5.57,1,5787,0.29,7728,0,72,79.7,5,v5,0,v3,4.13,v1,v1,44.7,4.19,3,573,v2,v1,1,v1,v1,0,5186,v4,v1,v3,v2,v3,class3
1,4,v1,v2,0.22,v1,0,1,v1,0,54282,v3,v2,v2,v2,0.5,257,26.1,v2,57,72.7,0.939,284,2,v4,0,484,3,0.943,880,v1,0.488,656,v6,5878,0.585,v3,v1,v3,v1,0,6287,1,v2,7.9,0,v2,v1,v6,1,v3,0,6.9,0,v1,v3,v3,v3,66445,7027,32.6,1,61.2,v4,0,v2,20639,v2,v4,5.57,1,6893,0.17,2906,0,69,79.5,2,v4,0,v4,6.5,v3,v2,45.5,7.92,0,395,v5,v3,1,v2,v2,0,5545,v1,v2,v5,v2,v4,class1
1,4,v3,v3,0.48,v2,1,0,v4,0,32051,v3,v1,v3,v6,0.52,451,30.3,v1,51,82.4,0.934,256,0,v2,1,486,3,0.935,780,v2,0.458,647,v6,4044,0.174,v4,v2,v2,v2,3,6650,1,v4,7.77,0,v2,v1,v6,0,v2,0,3.86,1,v1,v1,v2,v3,63761,6763,52.1,0,60.7,v2,1,v1,17128,v1,v1,5.57,1,6175,0.43,6642,1,69,79.1,0,v4,1,v4,3.97,v2,v2,43.9,4.51,3,422,v1,v1,2,v2,v1,1,5194,v4,v3,v4,v2,v4,class2
1,0,v4,v4,0.04,v3,1,3,v1,2,39053,v1,v2,v1,v1,0.39,728,37.2,v2,53,74.5,0.918,195,4,v1,0,433,4,0.937,689,v2,0.634,648,v6,4008,0.429,v3,v3,v2,v1,2,5373,1,v5,8.75,3,v3,v3,v1,1,v5,0,4.2,0,v5,v3,v1,v3,53284,5904,51.2,1,36.6,v5,0,v2,19733,v2,v4,5.92,0,6469,0.2,6051,1,66,79.6,4,v5,1,v1,6.47,v3,v1,47.3,4.44,0,736,v6,v3,0,v1,v2,1,5219,v4,v2,v1,v1,v4,class1
0,2,v6,v1,0.29,v3,1,2,v1,3,63815,v2,v1,v4,v2,0.35,893,34.3,v2,52,76.4,0.805,236,1,v4,0,457,3,0.931,664,v1,0.611,594,v5,6538,0.412,v5,v2,v1,v1,1,7334,3,v4,7.73,3,v6,v2,v4,2,v1,0,6.9,0,v4,v1,v2,v2,54822,6182,37.5,1,31,v1,1,v2,17156,v5,v2,6.23,1,6224,0.56,6071,2,87,83.1,4,v4,1,v4,5.43,v3,v2,64.2,7.55,0,370,v2,v3,2,v2,v2,1,5559,v2,v3,v6,v2,v1,class1
0,2,v6,v3,0.14,v2,1,0,v1,1,32306,v3,v2,v5,v3,0.49,670,33.6,v2,47,70.4,0.955,277,0,v1,0,462,4,0.913,877,v1,0.607,605,v2,4417,0.15,v1,v2,v4,v1,3,6236,2,v4,7.48,3,v1,v1,v3,0,v1,3,3.77,0,v5,v4,v2,v2,69921,6519,76.3,1,38.5,v1,0,v1,13251,v2,v2,6.43,1,6228,0.61,5692,0,66,79.4,5,v2,1,v2,5.43,v1,v2,56.8,4.46,3,444,v4,v2,1,v2,v1,1,6001,v3,v1,v2,v1,v1,class1
1,2,v1,v2,0.29,v2,0,1,v2,1,44477,v1,v2,v1,v2,0.11,883,31,v2,51,84.8,0.808,215,2,v2,0,435,3,0.935,708,v2,0.636,615,v3,5916,0.853,v2,v3,v1,v1,2,5651,0,v5,7.3,3,v3,v2,v5,0,v5,1,3.77,0,v5,v5,v3,v2,45212,6823,54,1,32.3,v3,0,v2,23376,v2,v1,6.4,2,6125,0.15,3116,1,63,79.2,3,v4,0,v2,3.37,v2,v2,45.9,4.24,0,435,v6,v3,1,v2,v2,0,5906,v1,v1,v6,v2,v1,class1
1,2,v6,v2,0.06,v1,0,3,v4,1,38826,v3,v2,v3,v2,0.12,262,31.1,v1,51,70.4,0.909,246,1,v1,1,385,2,0.94,881,v1,0.455,650,v2,6758,0.155,v4,v2,v3,v1,2,7364,4,v5,8.54,3,v3,v3,v2,0,v5,0,6.92,1,v1,v3,v3,v1,62759,6441,44.5,0,30.6,v2,1,v1,19379,v5,v3,5.57,0,7027,0.58,2673,0,73,79.5,5,v2,0,v1,4.08,v2,v2,46.3,7.84,2,472,v4,v3,1,v1,v1,0,5402,v5,v1,v4,v1,v1,class3
0,3,v4,v3,0.33,v2,0,3,v4,1,45118,v1,v2,v5,v2,0.3,777,33.4,v1,48,80.9,0.848,251,3,v4,0,282,2,0.934,554,v1,0.617,634,v2,5278,0.133,v4,v1,v5,v1,2,6223,3,v5,8,3,v1,v1,v6,2,v1,0,4.48,0,v3,v2,v2,v2,62979,5848,84.2,0,30.1,v5,0,v1,20308,v4,v3,6.59,0,6053,0.48,4074,0,68,80.8,4,v1,0,v3,3.63,v2,v1,44.7,7.64,0,438,v1,v3,0,v2,v1,1,5734,v2,v1,v6,v2,v1,class1
1,0,v5,v1,0.22,v3,0,1,v4,1,71924,v2,v2,v2,v1,0.46,818,33.1,v2,50,81.3,0.918,251,1,v3,0,467,0,0.916,880,v1,0.608,599,v1,4398,0.158,v2,v1,v5,v1,3,5400,0,v5,7.76,0,v2,v3,v5,1,v5,0,4.97,0,v4,v4,v2,v1,53176,6040,16.6,0,29.4,v4,2,v1,19373,v5,v4,6.57,0,6571,0.46,4581,1,86,81.9,3,v5,0,v2,3.78,v3,v2,47.3,7.37,1,439,v6,v2,2,v1,v1,1,5100,v1,v3,v4,v2,v1,class1
0,1,v2,v3,0.21,v1,1,3,v2,2,82431,v1,v2,v3,v6,0.13,765,33.3,v2,41,72.5,0.861,274,4,v2,1,342,2,0.927,823,v1,0.455,620,v5,6637,0.369,v5,v4,v5,v2,1,6291,3,v5,7.44,0,v4,v2,v1,2,v2,1,5.3,0,v1,v2,v2,v3,54219,6979,40,0,37,v4,0,v2,21311,v3,v4,7.34,3,6505,0.15,2880,2,66,79.3,4,v4,1,v1,4.1,v1,v2,46.1,4.73,0,802,v4,v2,1,v1,v1,1,5147,v3,v2,v4,v1,v2,class2
0,2,v4,v3,0.27,v2,1,1,v1,3,86569,v2,v2,v1,v4,0.28,855,31.5,v1,49,78.5,0.806,198,3,v4,1,406,2,0.909,704,v2,0.622,654,v4,4110,0.216,v1,v4,v3,v2,3,6400,3,v5,7.29,3,v2,v2,v1,2,v2,3,6.51,0,v1,v5,v1,v1,52613,6363,67.7,0,37.1,v1,2,v2,21618,v1,v1,6.24,2,6903,0.36,2582,0,86,83.5,3,v3,0,v2,6.37,v1,v1,47,7.67,2,409,v4,v1,1,v2,v2,0,5250,v2,v1,v6,v1,v2,class2
0,2,v1,v3,0.19,v3,1,3,v1,2,93625,v2,v1,v2,v4,0.12,670,37.2,v1,33,75,0.921,217,1,v1,1,426,1,0.912,871,v1,0.613,606,v5,5564,0.143,v5,v2,v2,v1,2,6220,1,v2,7.39,3,v6,v2,v5,1,v4,2,5.11,0,v4,v2,v1,v2,43307,5695,55.1,0,51,v2,2,v1,17193,v5,v3,5.58,1,6864,0.27,2967,2,70,82.6,4,v4,0,v1,6.5,v2,v1,44.6,5.67,3,441,v5,v1,1,v2,v1,1,5624,v1,v1,v2,v1,v1,class1
0,2,v5,v4,0.31,v2,1,1,v4,3,35283,v1,v1,v5,v4,0.38,850,36.5,v1,50,68.2,0.869,255,4,v2,1,315,4,0.93,700,v1,0.637,647,v5,4005,0.371,v4,v2,v2,v2,1,6402,1,v4,7.37,3,v1,v3,v4,1,v4,3,6.4,1,v5,v5,v2,v2,41480,6818,49.8,1,61.2,v1,0,v1,20196,v2,v1,6.1,0,6541,0.21,2728,0,89,80.5,4,v1,0,v4,6.36,v1,v1,44.5,4.05,1,472,v3,v2,0,v2,v2,1,5537,v1,v1,v4,v2,v3,class1
1,1,v6,v4,0.04,v2,1,2,v3,3,35642,v3,v1,v3,v4,0.17,752,31.9,v2,39,69.4,0.922,192,1,v3,1,467,0,0.941,814,v2,0.624,602,v2,5925,0.151,v5,v4,v2,v2,1,6254,2,v2,7.45,3,v2,v3,v3,0,v2,2,7.28,0,v5,v2,v3,v2,54946,6502,21.8,1,32,v1,1,v2,16085,v3,v1,7.02,0,6057,0.47,2344,1,83,82.9,2,v4,1,v3,3.62,v3,v1,47.5,4.33,0,457,v4,v3,2,v1,v2,0,5551,v1,v1,v6,v2,v3,class2
0,1,v6,v3,0.23,v3,1,3,v1,3,71940,v1,v1,v4,v2,0.25,873,37.1,v2,51,82.6,0.815,243,3,v4,0,292,2,0.909,880,v1,0.609,646,v4,5281,0.756,v3,v2,v2,v1,1,6297,0,v5,8.39,3,v5,v1,v6,0,v2,1,6.89,1,v1,v2,v2,v1,52727,6533,32.5,0,33.6,v1,1,v1,16085,v1,v1,6.59,1,6891,0.54,7721,0,90,79.5,4,v2,0,v3,5.39,v2,v1,46.4,3.31,2,381,v4,v1,0,v2,v2,1,5737,v2,v1,v1,v1,v4,class2
1,4,v4,v2,0.46,v3,0,2,v3,3,46929,v2,v2,v2,v6,0.38,798,33.5,v2,40,68.5,0.906,192,1,v2,0,446,0,0.941,685,v2,0.465,657,v4,3993,0.829,v1,v3,v5,v2,2,6289,0,v1,8.33,3,v3,v3,v3,1,v3,1,4.45,1,v5,v2,v3,v2,46289,6469,52.4,0,30.2,v4,0,v1,15434,v5,v1,6.74,0,6749,0.5,2412,0,69,79.9,4,v5,1,v4,6.52,v1,v1,47,3.64,2,661,v6,v1,0,v2,v2,1,5133,v3,v3,v5,v1,v1,class3
1,4,v3,v3,0.12,v3,0,3,v1,3,42729,v1,v1,v2,v1,0.27,857,33.4,v1,58,66.2,0.887,221,3,v2,0,286,4,0.942,738,v2,0.442,592,v6,5207,0.356,v4,v4,v2,v1,0,5500,4,v1,7.53,3,v6,v3,v3,0,v5,2,6.9,0,v2,v4,v1,v3,69058,5833,25.1,0,29.9,v4,2,v2,14114,v4,v2,6.62,1,6873,0.49,7734,1,91,79.4,3,v2,1,v1,3.64,v3,v1,44.9,7.71,0,473,v6,v2,2,v1,v2,1,5584,v4,v2,v6,v1,v3,class1
1,3,v5,v3,0.04,v2,0,2,v4,0,59465,v2,v2,v4,v6,0.09,826,37.1,v2,53,69.7,0.93,255,3,v4,0,385,0,0.932,549,v1,0.622,659,v4,4532,0.631,v4,v4,v3,v2,2,6402,4,v2,8,0,v3,v1,v3,1,v5,3,5.23,0,v1,v1,v1,v2,53248,6284,74.9,1,42.1,v3,1,v2,16084,v1,v2,5.57,3,5707,0.74,4236,1,69,82.3,4,v3,1,v4,6.01,v1,v1,46.4,4.32,1,707,v4,v3,2,v2,v1,1,5235,v3,v1,v3,v2,v5,class1
1,2,v2,v4,0.48,v3,1,3,v1,3,90220,v2,v1,v5,v1,0.19,560,34.8,v2,40,81.4,0.918,185,1,v2,0,361,1,0.914,878,v2,0.551,646,v1,6480,0.135,v2,v2,v4,v1,3,6331,4,v3,7.78,1,v2,v2,v2,2,v4,1,3.81,0,v1,v1,v1,v2,52849,5868,75.4,0,41.5,v4,2,v2,19938,v4,v1,6.88,0,6566,0.15,6005,0,70,79.6,1,v3,0,v3,6.48,v2,v1,46.9,7.5,2,441,v5,v3,1,v2,v1,1,5111,v2,v3,v6,v1,v5,class1
0,0,v2,v3,0.35,v3,1,2,v4,0,71917,v1,v1,v1,v6,0.49,611,27.9,v2,64,73.6,0.955,246,2,v3,0,348,3,0.943,691,v2,0.612,612,v1,6672,0.531,v1,v2,v3,v1,2,6614,3,v5,7.4,3,v2,v1,v4,2,v1,3,5.05,0,v2,v3,v3,v3,55160,7083,45.5,1,60.2,v2,0,v1,13851,v4,v3,7.34,0,6467,0.53,2293,1,64,83.8,1,v1,1,v4,4.13,v3,v1,44.3,6.28,3,398,v3,v1,1,v1,v1,0,5625,v4,v1,v2,v1,v2,class2
1,1,v6,v1,0.04,v3,1,3,v1,1,72196,v3,v1,v2,v2,0.18,880,25.7,v1,41,70.1,0.833,225,1,v1,1,370,3,0.943,827,v1,0.473,605,v5,5252,0.475,v3,v3,v5,v2,3,5429,2,v2,7.49,0,v6,v3,v4,1,v4,1,6.35,0,v1,v4,v1,v2,57215,5732,25.2,0,35.7,v2,0,v1,19727,v3,v1,5.57,1,6571,0.59,6395,0,86,81.2,0,v2,1,v3,3.6,v3,v2,60.3,7.99,0,465,v4,v2,1,v2,v2,1,5229,v5,v1,v5,v2,v3,class1
1,3,v6,v2,0.06,v1,0,1,v1,0,46493,v1,v1,v3,v1,0.15,280,36.7,v1,42,72.6,0.842,248,2,v4,0,289,4,0.91,878,v1,0.591,601,v2,4603,0.721,v1,v3,v4,v1,1,6061,2,v1,7.63,1,v3,v3,v6,0,v5,0,4.9,0,v5,v5,v3,v3,49383,5757,77.5,0,53.7,v4,2,v2,17202,v1,v4,5.57,0,6843,0.3,7074,2,69,80.5,1,v2,1,v3,4.07,v2,v2,47,6.53,0,439,v2,v1,0,v2,v2,0,5521,v2,v2,v2,v2,v4,class2
0,0,v2,v1,0.06,v1,1,2,v3,1,34730,v3,v2,v2,v3,0.46,601,37.2,v1,40,82.9,0.931,281,0,v2,0,367,2,0.912,548,v2,0.579,653,v6,4917,0.15,v3,v4,v1,v2,1,6267,2,v4,7.94,1,v1,v2,v1,0,v1,1,4.37,1,v5,v3,v1,v3,54283,6418,50.5,0,30.9,v5,2,v1,21519,v2,v2,6.57,0,6143,0.51,3240,2,66,79.6,4,v5,0,v4,6.08,v2,v2,47.3,7.52,2,709,v2,v3,2,v2,v1,0,5878,v2,v1,v5,v2,v5,class2
0,3,v4,v3,0.29,v2,0,0,v1,1,36469,v2,v2,v2,v6,0.56,579,36.6,v1,43,75.3,0.935,221,2,v2,1,475,3,0.909,546,v1,0.634,600,v3,4036,0.181,v2,v4,v2,v1,1,5635,1,v2,7.73,3,v2,v1,v5,1,v2,2,5.76,1,v4,v1,v3,v1,40610,5828,42.3,0,49.7,v1,2,v2,20226,v1,v4,6.94,0,6571,0.15,2385,2,85,80.7,3,v2,0,v1,4.13,v3,v2,46.4,7.59,3,484,v3,v1,1,v1,v2,0,5810,v2,v3,v2,v2,v5,class2
1,0,v6,v1,0.22,v3,1,0,v1,2,96085,v3,v2,v3,v3,0.37,847,33.3,v2,45,80.5,0.813,214,2,v1,1,304,1,0.939,553,v1,0.629,595,v1,4014,0.168,v3,v1,v3,v2,2,6300,4,v4,7.88,3,v2,v2,v5,2,v3,1,6.35,1,v2,v5,v2,v2,54702,5651,49.5,0,49.9,v1,2,v2,16079,v5,v1,6.97,2,7352,0.15,2704,2,86,79.2,5,v1,1,v1,5.45,v1,v1,45.7,4.29,2,576,v1,v3,2,v2,v2,0,5578,v4,v3,v4,v1,v4,class1
0,1,v2,v4,0.25,v2,1,2,v4,0,65137,v1,v2,v2,v2,0.21,753,33.5,v2,40,77.1,0.916,213,0,v1,0,317,0,0.921,668,v1,0.459,600,v6,4036,0.6,v5,v4,v3,v1,1,5972,2,v2,7.95,0,v4,v2,v5,1,v1,2,7.22,1,v5,v2,v3,v2,62997,6350,53.4,1,31,v4,0,v1,20360,v1,v2,6.14,0,6568,0.26,7980,1,69,79.1,0,v2,1,v2,3.76,v1,v2,63.1,4.42,0,471,v2,v2,0,v1,v1,0,5518,v2,v1,v6,v1,v3,class2
0,4,v5,v3,0.48,v1,0,0,v1,2,34916,v1,v1,v4,v3,0.09,592,31,v2,51,70.3,0.94,254,0,v1,0,465,1,0.926,794,v2,0.498,616,v4,5245,0.156,v1,v1,v5,v2,2,6401,3,v4,7.92,3,v2,v1,v5,0,v1,1,3.86,1,v2,v4,v1,v2,60262,5880,25,1,38.4,v4,1,v2,19923,v5,v4,6.02,3,5836,0.42,2565,1,82,79.4,2,v5,0,v2,5.41,v3,v2,53.6,4.37,2,434,v4,v3,2,v1,v1,0,5882,v3,v3,v4,v2,v3,class2
1,0,v2,v4,0.24,v2,1,2,v4,1,73023,v3,v1,v2,v2,0.33,521,33.5,v2,46,66.1,0.94,265,2,v1,0,298,2,0.91,663,v1,0.605,640,v2,6167,0.152,v1,v4,v4,v1,3,6402,2,v2,8.76,3,v6,v2,v6,2,v3,1,3.84,0,v4,v1,v3,v2,54334,6319,51.3,0,45,v3,1,v2,16072,v3,v3,7.5,0,6911,0.25,7634,2,93,79.5,3,v5,0,v1,6.62,v1,v2,46.1,8,0,384,v1,v2,0,v2,v1,0,5615,v3,v3,v2,v2,v4,class3
1,2,v3,v4,0.23,v2,1,1,v4,2,35642,v1,v2,v2,v5,0.55,884,33.5,v1,39,72.4,0.93,190,2,v3,0,428,3,0.943,853,v1,0.597,597,v1,6106,0.462,v1,v4,v5,v2,2,6239,3,v4,7.51,3,v2,v2,v2,1,v2,3,3.84,0,v2,v4,v3,v2,53290,6448,49.5,1,40.3,v1,1,v1,21931,v3,v2,6.58,1,6978,0.28,4420,0,75,79.3,3,v2,1,v2,4.14,v1,v1,47,3.93,1,439,v4,v1,0,v1,v2,0,5670,v5,v3,v1,v2,v2,class1
1,1,v1,v1,0.13,v1,0,2,v4,3,34590,v1,v2,v3,v3,0.36,740,37.1,v2,46,78.8,0.959,248,4,v2,1,427,3,0.929,743,v2,0.446,612,v5,4008,0.167,v5,v4,v4,v1,1,6082,4,v3,7.32,3,v3,v1,v2,0,v1,1,6.9,1,v3,v5,v3,v1,54701,5865,63.8,0,60.2,v5,1,v1,20279,v5,v1,6.8,3,5822,0.29,2987,2,69,84.5,1,v3,1,v4,5.41,v2,v2,58.5,4.54,3,364,v3,v3,0,v1,v2,1,5512,v2,v1,v6,v2,v1,class2
0,4,v1,v3,0.42,v1,1,0,v2,1,35712,v1,v1,v3,v1,0.26,904,33.6,v2,35,75.7,0.947,239,2,v4,0,408,0,0.933,567,v1,0.534,599,v4,5448,0.684,v4,v1,v3,v2,0,6051,3,v3,8.52,3,v3,v2,v3,0,v2,0,6.93,0,v1,v1,v1,v2,52571,6310,32.4,0,34.3,v2,0,v1,22178,v5,v4,7.09,1,6879,0.15,2427,1,93,79.4,4,v2,0,v2,6.67,v1,v2,44,4.53,1,478,v5,v3,1,v2,v1,1,5535,v5,v2,v2,v1,v5,class2
0,2,v5,v4,0.2,v1,0,1,v4,3,65746,v1,v2,v2,v3,0.41,605,34.9,v2,63,84.2,0.848,211,0,v3,1,420,2,0.938,670,v1,0.447,603,v3,5782,0.284,v2,v2,v5,v2,2,6379,3,v3,7.31,2,v3,v3,v4,0,v5,1,3.84,0,v2,v4,v1,v3,53411,6268,50.8,1,30.5,v3,2,v1,21182,v2,v3,7.49,2,7224,0.49,2564,2,87,83.2,3,v2,0,v3,5.43,v3,v2,46.9,3.48,0,491,v1,v1,0,v2,v2,0,6134,v2,v3,v5,v1,v5,class1
1,4,v2,v2,0.26,v1,0,2,v1,1,94896,v2,v2,v5,v2,0.28,870,31.6,v1,37,71.4,0.958,231,2,v2,0,485,1,0.937,554,v1,0.658,645,v2,6538,0.511,v5,v4,v4,v1,2,6146,4,v5,8.13,3,v6,v3,v1,2,v4,3,6.54,0,v3,v3,v2,v1,54900,6901,14.7,0,38,v1,0,v1,13012,v4,v2,6.42,2,7010,0.55,2624,1,93,83.8,3,v2,0,v4,3.6,v1,v2,46,4.41,3,479,v4,v2,2,v2,v2,1,5189,v4,v3,v4,v2,v4,class1
1,3,v1,v4,0.25,v1,0,1,v4,0,36567,v2,v1,v4,v4,0.21,263,37.2,v2,52,79.3,0.921,264,3,v2,1,444,2,0.927,820,v1,0.641,647,v1,4045,0.328,v4,v3,v4,v2,2,6402,3,v5,7.34,0,v6,v3,v3,1,v5,1,4.56,0,v5,v1,v1,v3,42400,6441,42.4,1,32.8,v4,2,v1,20389,v4,v3,6.56,2,5989,0.3,2634,0,71,79.1,5,v4,1,v3,6.47,v1,v1,45.4,5.36,0,884,v5,v1,2,v2,v1,1,5541,v2,v3,v3,v2,v5,class1
0,2,v5,v4,0.04,v1,1,3,v4,2,71918,v1,v1,v2,v2,0.45,876,33.4,v2,48,71.1,0.921,199,3,v3,0,385,1,0.939,607,v1,0.679,647,v5,5799,0.16,v4,v4,v2,v1,3,7356,4,v5,7.65,3,v1,v3,v2,2,v4,3,6.85,0,v1,v1,v1,v2,41491,6270,67.9,1,29.9,v3,1,v2,15726,v3,v1,7.18,2,6910,0.61,2982,1,72,81.4,3,v3,0,v3,3.63,v2,v2,56.3,4.59,0,479,v1,v2,0,v2,v1,1,5499,v3,v3,v1,v2,v1,class1
