@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute Class {1,2,3,4}

@data
2.438,2.576,2.611,5,1.99,3.72,2.103,2.637,3.26,2.666,5,0.871,0.845,0.829,0.833,0.887,0.513,0.933,0.914,1.15,1.37,5,1.425,2.437,2
2.438,2.576,2.618,5,1.99,3.717,2.099,2.637,3.254,2.839,5,0.874,0.845,0.829,0.833,1.529,0.512,0.939,0.914,1.269,1.366,5,1.418,2.437,2
2.435,2.577,2.591,5,2.012,3.712,2.113,2.638,2.653,2.842,2.166,5,0.849,0.828,0.833,0.854,0.511,0.981,0.913,1.138,1.075,5,1.47,1.939,2
2.438,2.578,2.585,5,2.01,3.715,5,2.639,2.644,2.657,1.71,5,0.852,0.831,0.832,0.853,0.511,0.98,0.912,1.042,1.052,5,1.414,2.441,2
2.434,2.578,2.582,5,5,3.716,2.094,2.641,2.641,2.655,1.707,2.864,0.88,0.831,0.831,0.848,0.51,0.934,0.911,1.035,1.05,5,1.469,5,2
2.434,2.579,2.579,2.603,2.016,3.716,2.102,2.642,2.642,2.655,1.707,3.723,0.884,0.831,0.826,0.843,0.505,0.897,0.91,1.03,1.049,5,5,5,2
2.434,2.581,2.58,2.6,5,3.717,5,2.644,2.643,2.658,1.7,3.723,0.878,0.837,0.825,0.837,0.504,0.897,0.912,1.024,1.044,5,5,5,2
2.431,2.589,2.581,2.599,5,2.891,2.358,2.652,2.644,2.655,1.7,3.724,0.865,0.929,0.823,0.835,0.509,0.893,1.007,1.021,1.044,1.067,5,1.688,2
2.431,5,2.581,2.592,5,3.727,5,2.681,2.645,2.656,1.701,3.746,5,0.83,0.821,0.833,0.856,0.888,0.913,1.032,1.045,5,1.313,5,2
2.371,2.686,2.579,2.592,5,2.567,2.387,2.658,2.644,2.849,1.705,5,0.852,0.829,0.82,0.83,0.85,1.006,1.001,1.018,1.03,5,1.432,1.625,2
2.132,2.596,2.583,5,5,3.728,2.56,2.656,2.646,2.655,1.71,0.91,5,0.83,0.819,0.828,0.848,1.007,0.91,0.904,1.001,1.071,5,1.628,2
2.139,2.595,2.585,2.632,5,3.734,3.734,2.659,2.651,2.657,2.904,3.733,5,0.832,0.817,0.826,0.846,0.897,0.968,0.897,0.996,1.046,5,1.484,2
1.936,2.448,2.584,2.64,5,2.009,2.567,2.665,2.651,2.655,2.842,0.913,5,0.832,0.816,0.825,0.852,0.499,0.905,0.895,0.997,1.041,5,5,2
1.767,2.442,2.586,2.594,5,2.029,3.739,2.668,2.653,2.653,2.673,0.914,3.749,0.836,0.816,0.817,0.857,0.489,0.996,0.893,0.999,1.038,1.06,1.395,2
1.688,2.444,2.591,2.592,5,2.032,3.727,2.672,2.658,2.654,2.679,1.708,3.743,0.918,0.815,0.814,0.833,0.484,0.993,0.89,1.013,1.036,1.361,5,2
1.622,2.441,2.593,2.593,5,5,3.728,2.173,2.663,2.654,2.67,1.706,3.744,0.924,0.817,0.812,0.824,0.482,0.991,0.892,1.006,1.031,1.45,5,2
1.617,2.438,2.598,2.593,2.611,2.037,3.739,2.198,2.668,2.655,2.67,1.703,2.73,0.924,0.858,0.811,0.822,0.483,0.989,0.907,1,1.03,1.045,5,2
1.62,2.438,2.602,2.593,2.608,5,3.737,2.257,2.681,2.657,2.673,1.704,0.868,5,0.86,0.809,0.819,0.502,0.99,0.991,0.997,1.034,1.053,5,2
1.485,2.438,2.697,2.591,2.605,5,3.745,4.281,2.684,2.659,2.677,1.709,2.728,5,0.818,0.808,0.817,0.837,0.991,0.901,0.997,1.131,1.42,5,2
1.454,2.443,2.611,2.593,2.611,5,5,2.588,2.678,2.661,2.7,1.71,2.73,5,0.817,0.806,0.814,0.833,0.99,0.891,0.993,1.046,1.039,5,2
1.417,2.448,2.614,2.594,5,5,5,3.741,2.681,2.666,2.685,1.715,2.73,5,0.817,0.805,0.823,0.833,0.482,0.888,0.878,1,1.027,5,2
1.377,5,2.449,2.599,2.615,5,2.05,3.749,2.688,2.669,2.673,1.719,1.716,5,0.82,0.804,0.808,1.02,0.472,0.879,0.875,1.002,1.024,4.284,2
1.329,5,2.445,2.605,2.651,5,5,3.74,2.689,2.671,2.671,2.509,1.719,5,0.827,0.806,0.802,0.82,0.469,0.874,0.873,0.995,1.025,1.35,2
1.303,5,2.442,2.608,2.605,5,5,3.738,2.701,2.683,2.671,2.684,1.711,3.749,0.844,0.812,0.799,0.812,0.467,0.865,0.872,0.988,1.007,1.039,2
1.306,5,2.443,2.614,2.607,5,5,2.736,4.279,3.26,2.669,2.683,1.711,5,0.917,0.818,0.796,0.808,0.468,0.86,0.87,0.984,1.001,1.03,4
1.248,5,2.441,5,2.608,2.625,5,2.756,5,3.265,2.67,2.683,1.707,5,0.916,0.803,0.794,0.802,0.826,0.854,0.876,0.995,0.992,5,1
1.311,5,2.443,3.653,2.609,2.623,5,5,4.289,2.683,2.671,2.683,1.71,5,0.925,0.799,0.792,0.799,0.822,0.856,0.875,0.878,0.974,5,1
1.222,5,2.447,2.626,2.608,2.624,5,2.73,4.29,2.684,2.671,2.689,1.713,5,5,0.801,0.79,0.796,0.819,0.969,0.932,0.98,0.974,1.415,1
1.189,5,2.449,2.624,2.609,2.625,5,2.724,4.294,2.684,2.671,2.847,1.713,5,5,0.8,0.789,0.795,0.993,0.847,0.929,0.872,0.971,1.034,1
1.187,5,2.449,2.624,2.609,2.621,5,2.676,5,2.682,2.669,2.846,1.711,5,5,0.8,0.789,0.795,0.817,0.851,0.93,0.873,0.973,1.033,1
1.32,5,2.217,2.631,2.61,2.623,5,2.674,5,2.679,2.666,2.684,1.705,5,5,0.799,0.788,0.795,0.818,0.972,0.939,0.886,0.979,5,1
4.295,5,2.455,2.633,2.615,2.625,5,2.718,4.291,2.672,2.66,2.678,1.699,3.778,5,0.797,0.786,0.793,0.816,0.977,0.94,0.991,1.037,5,1
1.414,5,2.46,2.64,2.619,2.629,5,2.684,4.289,2.663,2.651,2.673,1.689,5,5,0.793,0.783,0.789,0.812,0.983,0.945,0.993,1.034,5,1
1.284,1.478,2.472,2.645,2.624,2.634,5,2.682,3.096,2.653,2.64,2.665,1.681,5,5,0.789,0.778,0.785,0.808,0.99,0.949,0.91,1.004,1.44,1
1.238,5,2.483,3.693,2.629,2.639,5,3.714,5,2.637,2.627,2.647,1.668,5,5,0.784,0.773,0.78,0.802,0.481,0.957,0.903,1.054,1.448,4
1.312,1.502,2.494,2.657,2.635,2.648,5,2.1,5,2.623,2.613,2.632,1.653,5,5,0.778,0.767,0.774,0.797,0.476,0.966,0.914,1.027,1.464,4
1.269,1.512,2.507,2.752,2.642,2.652,5,3.698,5,2.608,2.598,2.617,1.636,5,5,0.772,0.761,0.768,0.79,0.478,0.926,0.927,1.039,1.485,4
1.28,5,2.52,2.67,2.649,2.662,5,2.249,5,2.595,2.582,2.598,1.616,5,5,0.766,0.755,0.761,0.784,0.484,0.933,0.937,1.118,1.493,4
4.308,1.544,2.534,2.671,2.656,2.669,5,2.622,5,2.579,2.566,2.585,1.603,3.666,5,0.759,0.748,0.755,0.777,0.487,0.949,0.95,1.06,4.308,4
1.426,1.557,2.547,2.786,2.663,2.675,5,2.606,5,2.563,2.551,2.569,1.586,5,5,0.753,0.742,0.748,0.771,0.497,0.953,0.962,1.067,5,1
5,1.559,2.559,2.684,2.669,2.682,5,2.011,5,2.549,2.536,2.554,1.571,3.644,5,0.747,0.736,0.742,0.764,0.507,0.966,0.981,1.074,5,1
1.135,1.587,2.571,2.687,2.675,2.684,5,2.578,2.559,2.533,2.522,2.541,1.556,3.641,5,0.742,0.73,0.736,0.762,0.785,0.979,0.99,1.082,1.122,1
1.137,5,2.583,2.693,2.681,2.694,5,1.859,2.545,2.522,2.509,2.527,1.552,3.628,5,0.736,0.725,0.731,1.123,0.78,0.992,1.001,1.089,1.127,1
1.145,5,2.594,2.696,2.687,2.699,5,1.837,5,2.509,2.495,2.517,1.555,3.615,5,0.731,0.72,0.726,1.105,0.774,1.004,1.015,1.097,1.13,1
1.154,5,2.606,2.705,2.692,2.721,5,1.974,5,2.496,2.482,2.501,2.651,3.614,5,0.726,0.714,0.72,1.094,0.765,1.098,1.027,1.106,1.139,1
1.163,5,2.618,2.711,2.699,2.715,5,1.918,5,2.482,2.468,2.49,2.632,5,5,0.721,0.709,0.714,1.401,0.759,1.105,1.108,1.116,1.148,1
1.173,1.685,2.506,2.718,2.705,5,5,1.823,5,2.464,2.453,2.471,2.614,3.581,5,0.712,0.703,0.709,0.79,0.753,0.55,1.119,1.127,1.154,1
1.184,5,2.52,2.721,2.712,5,5,1.697,5,2.451,2.437,2.456,2.599,3.569,5,0.705,0.697,0.702,0.727,0.577,0.552,1.128,1.139,1.166,1
1.195,5,2.531,2.728,2.719,2.737,5,2.479,5,2.432,2.421,2.582,2.582,3.56,5,0.702,0.69,0.699,0.718,0.571,0.562,1.141,1.152,1.285,1
1.208,5,2.546,2.735,2.726,5,1.633,1.793,5,2.415,2.404,2.567,2.56,3.548,5,0.696,0.684,0.646,0.608,0.58,0.569,1.154,1.165,1.302,1
1.22,1.276,2.561,2.743,2.731,5,1.703,1.805,5,2.397,2.386,2.545,2.541,3.535,5,0.688,0.677,0.682,0.616,0.598,0.58,0.597,1.178,1.317,1
1.237,5,2.577,2.754,2.741,5,1.627,2.434,5,2.382,2.371,2.529,2.522,2.562,5,0.682,0.67,0.676,0.633,0.604,0.592,0.605,1.192,1.211,1
1.531,5,2.718,2.761,2.748,5,1.611,2.409,5,2.364,2.352,2.37,2.502,3.509,5,0.675,0.663,0.668,0.644,0.616,0.604,0.617,1.206,1.225,1
1.272,5,2.734,2.768,2.755,5,1.608,3.495,5,2.345,2.334,2.486,2.482,2.502,5,0.665,0.656,0.662,0.658,0.629,0.618,0.629,1.228,1.24,1
1.274,5,2.75,2.776,2.763,5,1.617,3.476,5,2.327,2.315,2.469,2.462,2.502,5,0.658,0.649,0.655,0.667,0.642,0.63,0.646,1.239,1.257,1
1.291,5,2.765,2.783,2.767,5,1.609,3.466,5,2.307,2.296,2.446,2.442,2.486,5,0.65,0.642,0.648,0.667,0.658,0.643,0.649,1.254,1.275,1
1.307,5,2.785,2.793,2.777,5,1.628,2.334,5,2.289,2.277,2.426,2.422,2.473,5,5,0.634,0.641,0.663,0.668,0.656,0.665,1.27,1.291,1
1.325,5,2.798,2.798,2.784,5,1.68,2.316,5,2.27,2.258,2.406,2.402,2.453,5,0.639,0.627,0.634,0.656,0.678,0.669,0.683,0.698,1.454,1
1.336,5,2.814,2.808,2.791,5,5,2.293,5,2.254,2.24,2.386,2.379,2.437,5,0.632,0.626,0.626,0.649,0.671,0.682,0.69,0.711,1.473,1
1.358,5,2.83,2.812,2.799,1.671,1.668,2.274,4.395,2.235,2.221,2.369,2.362,2.42,3.43,0.626,0.61,0.621,0.639,0.667,0.695,0.703,0.721,1.493,1
1.658,5,2.851,2.819,2.805,5,5,2.255,4.394,4.391,2.202,2.218,2.002,2.385,5,0.618,0.604,0.616,0.634,0.658,0.708,0.714,1.327,1.513,1
1.678,5,2.871,2.829,2.812,1.77,5,2.242,4.397,2.203,2.183,2.326,1.985,2.365,5,0.612,0.6,0.606,0.759,0.648,0.721,0.772,1.343,1.533,1
1.701,5,2.881,2.84,2.82,5,5,2.22,4.397,4.397,2.164,2.177,1.965,2.346,5,0.605,0.592,0.601,0.624,0.643,0.735,0.746,0.76,0.786,1
0.837,5,2.897,4.045,2.831,2.096,1.942,2.197,4.397,4.404,2.141,2.17,1.944,2.329,5,0.598,0.586,0.591,0.617,0.639,0.748,0.756,0.783,0.802,1
0.853,5,2.914,4.053,2.835,2.114,1.933,2.181,4.399,5,2.122,2.141,1.924,2.277,5,0.592,0.579,0.585,0.803,0.777,0.761,0.783,1.363,1.593,1
1.831,5,2.93,4.061,2.849,2.115,1.932,2.165,4.4,2.128,2.103,2.132,1.9,2.295,5,0.584,0.572,0.58,0.816,0.79,0.775,0.789,1.384,1.616,1
1.729,5,2.949,4.073,2.857,2.121,1.937,2.146,4.406,2.105,2.084,2.099,1.88,2.237,5,0.578,0.565,0.571,0.59,0.619,0.789,0.826,1.402,1.587,1
1.752,5,2.966,4.081,5,5,1.936,3.308,4.409,2.083,2.065,2.08,1.86,1.098,5,0.571,0.559,0.565,0.58,0.815,0.802,0.814,0.837,1.65,1
1.897,5,2.982,4.086,5,5,1.932,3.296,4.416,2.061,2.046,2.068,1.844,1.076,5,0.565,0.552,0.558,0.577,0.831,0.815,0.831,1.429,1.672,1
1.919,5,2.998,4.095,5,5,1.931,3.284,4.42,2.043,2.028,2.037,1.821,1.054,5,0.558,0.546,0.552,0.573,0.595,0.828,0.846,1.446,1.692,1
1.935,5,3.014,4.102,5,5,1.898,3.273,5,2.021,2.01,2.018,1.798,1.032,5,0.551,0.539,0.545,0.567,0.59,0.841,0.884,1.464,1.711,1
1.562,5,3.027,4.11,5,1.902,1.908,3.254,5,2.002,1.991,2.003,2.022,1.007,5,0.546,0.533,0.539,0.561,0.582,0.854,0.901,1.479,1.73,1
1.571,5,3.047,4.119,5,1.902,1.944,3.259,5,1.983,1.973,1.986,1.758,0.991,5,0.539,0.526,0.534,0.554,0.575,0.867,0.883,1.496,1.753,1
2.016,5,3.061,4.13,5,1.899,5,3.25,5,1.965,1.954,1.965,1.742,0.969,5,0.532,0.519,0.528,0.547,0.568,0.881,0.893,1.518,1.773,1
2.033,5,3.078,5,2.665,1.903,5,3.211,5,1.946,1.937,1.942,1.715,0.95,5,0.525,0.512,0.518,0.54,0.565,0.894,0.906,1.533,1.577,1
2.052,5,3.094,4.144,2.413,1.91,5,3.198,1.951,1.927,1.915,1.921,1.696,0.932,5,0.519,0.506,0.514,0.533,0.555,0.908,0.919,1.551,1.591,1
2.027,5,3.111,4.152,2.9,1.94,1.947,3.184,1.937,1.909,1.897,1.906,1.676,0.913,3.193,0.512,0.499,0.505,0.527,0.549,0.921,0.929,1.566,1.634,1
2.04,5,3.126,4.16,2.912,1.944,5,1.94,1.913,1.892,1.88,1.891,1.657,0.896,3.172,0.505,0.493,0.501,0.517,0.541,0.934,0.938,0.963,1.65,2
2.058,5,3.145,4.167,2.911,1.952,5,1.92,1.895,1.877,1.862,1.87,1.638,0.878,2.048,0.499,0.486,0.495,0.513,0.535,0.946,0.951,0.97,1.648,2
2.077,5,5,4.175,2.465,1.927,5,1.899,1.877,1.859,1.844,1.851,1.62,0.861,3.152,0.493,0.48,0.488,0.52,0.528,0.959,0.964,0.986,1.678,2
2.096,5,5,4.193,2.51,1.909,5,1.881,1.859,1.841,1.826,1.834,1.601,0.843,3.138,0.486,0.473,0.481,0.507,0.521,0.972,0.976,0.995,1.912,2
2.117,5,3.193,5,5,1.901,5,1.865,1.849,1.821,1.809,1.814,1.582,0.826,3.127,0.48,0.467,0.475,0.569,0.515,0.988,0.989,1.006,1.711,2
2.134,5,3.21,5,5,1.909,2.044,1.85,1.835,1.806,1.793,1.798,1.562,0.81,1.96,0.474,0.461,0.472,0.585,0.508,0.999,0.999,1.017,1.712,2
2.146,5,3.223,4.218,5,1.904,5,1.836,5,1.793,1.779,1.783,1.553,1.91,1.945,0.473,0.456,0.466,0.491,0.499,1.009,1.009,1.026,1.722,4
2.153,5,3.223,4.211,5,1.907,5,1.838,5,1.79,1.773,1.773,1.542,1.949,3.103,0.474,0.453,0.458,0.48,0.493,1.014,1.014,1.026,1.736,4
1.746,5,3.223,4.21,5,1.908,5,1.841,5,1.791,1.774,1.774,1.543,2.335,3.104,0.477,0.452,0.453,0.471,0.491,1.017,1.012,1.024,1.728,4
1.08,5,3.218,4.215,2.757,1.909,5,1.844,5,1.801,1.78,1.776,1.545,5,3.109,0.487,0.452,0.453,0.47,0.493,1.021,1.007,1.022,1.057,4
1.081,5,3.219,4.216,2.76,1.909,5,1.846,5,1.794,1.779,1.775,1.544,2.336,3.109,0.49,0.452,0.453,0.471,0.493,1.022,1.007,1.022,1.723,4
1.743,1.775,3.223,4.217,2.76,1.909,5,1.844,5,1.798,1.777,1.773,1.542,2.335,3.109,0.487,0.452,0.453,0.471,0.491,1.02,1.008,1.024,1.725,4
1.743,1.773,3.224,4.214,5,1.909,1.988,1.841,5,1.791,1.776,1.772,1.541,1.82,3.106,0.486,0.452,0.452,0.47,0.493,1.021,1.009,1.025,1.053,4
1.083,1.773,3.222,4.214,5,1.912,5,1.84,5,1.793,1.775,1.772,1.541,2.336,3.105,0.486,0.451,0.452,0.47,0.49,1.018,1.01,1.025,1.054,4
1.083,1.774,3.225,5,5,1.909,1.988,1.84,5,1.79,1.775,1.771,1.54,1.9,3.109,0.483,0.451,0.452,0.466,0.493,1.023,1.013,1.022,1.057,4
1.083,1.777,3.225,5,5,1.909,1.988,1.84,5,1.793,1.775,1.772,1.541,1.903,3.105,0.489,0.451,0.452,0.47,0.493,1.041,1.013,1.025,1.056,4
1.083,1.776,3.225,4.211,5,1.909,1.988,1.837,5,1.793,1.775,1.772,1.541,1.9,3.109,0.49,0.451,0.452,0.47,0.489,1.027,1.013,1.025,1.726,4
1.744,5,3.225,4.211,5,1.909,1.988,1.839,5,1.793,1.775,1.771,1.54,2.332,3.109,0.483,0.451,0.452,0.47,0.492,1.039,1.01,1.025,1.726,4
1.083,1.787,3.225,2.818,5,1.909,1.988,1.839,5,1.793,1.775,1.771,1.54,1.815,3.108,0.486,0.451,0.452,0.469,0.492,1.021,1.01,1.025,1.057,4
1.08,5,3.225,4.212,5,1.913,1.954,1.839,5,1.793,1.775,1.771,1.54,1.818,3.114,0.489,0.451,0.452,0.469,0.492,1.036,1.01,1.025,1.06,4
1.081,5,3.226,4.209,5,1.913,1.988,1.839,5,1.792,1.774,1.77,1.539,1.901,3.109,0.486,0.451,0.451,0.469,0.489,1.033,1.01,1.025,1.71,4
1.081,5,3.228,4.216,5,1.91,1.988,1.84,5,1.79,1.772,1.768,1.537,5,3.103,0.485,0.45,0.451,0.465,0.491,1.026,1.012,1.024,1.058,4
1.083,5,3.228,4.215,5,1.913,1.985,1.831,5,1.787,1.768,1.764,1.536,1.808,0.504,0.487,0.449,0.449,0.463,0.489,1.025,1.014,1.026,1.06,2
1.082,5,3.233,4.217,5,1.914,1.924,1.827,5,1.785,1.763,1.759,1.534,1.884,0.503,0.486,0.447,0.447,0.461,0.486,1.029,1.018,1.029,1.057,2
1.083,5,3.242,4.22,5,1.918,1.922,1.821,5,1.786,1.76,1.752,1.528,1.791,0.501,5,0.445,0.445,0.459,0.483,1.036,1.022,1.034,1.058,2
1.084,5,3.248,4.223,5,5,1.919,1.819,5,1.786,1.754,1.745,1.52,1.784,0.5,5,0.443,0.442,0.455,0.48,1.038,1.027,1.038,1.062,2
1.091,5,3.254,4.228,5,5,1.92,1.82,5,5,1.754,1.738,1.516,1.773,0.495,2.354,0.444,0.439,0.449,0.479,1.046,1.032,1.042,1.066,2
1.094,5,5,4.225,5,5,1.914,3.08,5,5,1.748,1.732,1.743,1.766,0.497,2.349,0.442,0.437,0.446,0.477,1.051,1.036,1.046,1.069,2
1.1,5,5,4.23,5,5,1.917,3.078,5,5,1.74,1.726,1.738,1.757,0.496,2.346,0.44,0.435,0.444,0.48,1.049,1.04,1.05,1.073,2
1.098,5,5,4.228,5,5,1.918,3.073,5,5,1.735,1.724,1.734,1.753,0.496,5,0.439,0.433,0.442,0.567,1.052,1.042,1.052,1.077,2
1.104,5,5,4.228,5,5,1.918,3.074,5,5,1.735,1.724,1.734,1.753,0.747,5,0.438,0.432,0.441,0.574,1.051,1.042,1.051,1.738,2
1.099,5,5,4.228,5,5,1.918,3.074,5,5,1.734,1.725,1.735,1.754,0.744,5,0.438,0.432,0.441,0.573,0.51,1.04,1.05,1.075,2
1.094,5,5,4.23,5,5,1.919,3.075,5,5,1.735,1.726,1.736,1.755,0.745,5,0.438,0.432,0.44,0.572,0.513,1.04,1.049,1.074,2
1.093,5,5,4.23,5,5,1.916,3.079,5,5,1.736,1.727,1.737,1.755,0.742,0.461,0.437,0.431,0.44,0.575,0.504,1.039,1.048,1.069,2
1.088,5,5,4.227,5,5,1.916,3.079,1.785,5,1.736,1.727,1.737,1.754,0.742,0.461,0.437,0.431,0.439,0.574,0.503,1.038,1.047,1.075,2
1.085,5,5,4.227,5,5,1.92,3.081,1.787,5,1.738,1.728,1.786,1.758,0.742,0.465,0.436,0.427,0.437,0.465,1.048,1.037,1.064,1.072,2
1.082,5,5,4.233,5,5,1.922,5,1.787,5,1.74,1.729,1.746,1.757,0.741,0.465,0.436,0.426,0.435,0.459,1.047,1.036,1.504,1.729,2
1.769,5,5,4.23,5,5,1.923,5,1.79,5,1.742,1.73,1.743,1.843,0.741,3.087,0.435,0.425,0.434,0.455,0.486,1.038,1.043,1.728,2
1.553,5,5,4.233,4.24,5,1.933,5,1.795,5,1.743,1.731,1.743,1.843,0.738,0.477,0.435,0.427,0.432,0.454,0.481,1.034,1.038,1.527,2
1.539,5,5,4.233,4.243,5,1.934,5,1.798,5,1.743,1.731,1.746,1.843,0.738,0.478,0.435,0.426,0.432,0.454,0.477,1.037,1.038,1.728,2
1.535,5,5,4.233,4.237,5,5,2.071,1.793,5,1.744,1.731,1.74,1.505,0.738,0.478,0.435,0.426,0.431,0.452,0.476,1.037,1.038,1.532,2
1.756,5,5,4.237,4.233,5,5,5,3.082,5,1.743,1.732,1.737,1.842,0.741,0.475,0.435,0.426,0.437,4.225,0.471,1.037,1.037,1.728,2
1.756,5,5,3.273,4.234,5,5,5,3.083,5,1.744,1.732,1.736,1.758,0.74,0.479,0.435,0.425,0.431,0.462,0.465,1.037,1.037,1.06,2
1.764,5,5,3.274,4.234,5,5,5,1.804,5,1.752,1.732,1.736,1.75,0.743,1.879,0.437,0.424,0.426,0.479,0.462,1.037,1.035,1.054,2
1.078,1.109,1.809,3.272,4.23,5,5,2.065,3.079,5,1.76,1.733,1.733,1.493,1.791,0.486,0.44,0.423,0.424,0.472,0.462,1.039,1.031,1.047,4
1.069,1.106,5,3.269,4.234,5,5,2.092,1.806,5,5,1.734,1.732,1.496,1.783,0.486,0.446,0.422,0.422,0.445,0.456,5,1.03,1.045,4
1.063,1.099,5,3.274,5,5,5,1.832,1.808,5,5,1.737,1.732,1.743,1.778,1.797,0.529,0.421,0.42,0.436,0.452,1.796,1.029,1.04,4
1.062,1.1,5,3.275,5,5,5,1.837,1.814,5,5,1.74,1.731,1.743,1.773,1.795,0.484,0.42,0.418,0.43,0.449,1.053,1.028,1.038,4
1.061,1.096,5,3.275,5,5,5,5,1.817,5,5,1.74,1.731,1.743,1.77,1.792,0.488,0.423,0.418,0.43,0.449,1.04,1.028,1.038,4
1.062,1.101,5,3.275,5,5,5,5,1.813,5,5,1.74,1.731,1.743,1.77,1.792,0.488,0.421,0.418,0.43,0.45,5,1.028,1.039,4
1.062,1.104,5,3.275,5,5,5,5,1.813,5,5,1.74,1.732,1.743,1.771,1.792,0.485,0.42,0.418,0.431,0.451,1.053,1.028,1.039,4
1.063,1.101,5,3.275,5,5,5,5,1.813,5,5,1.739,1.731,1.743,1.773,1.796,0.485,0.42,0.418,0.431,0.45,1.8,1.028,1.039,4
1.062,1.104,5,3.275,5,5,5,5,5,5,5,1.739,1.731,1.743,1.773,1.795,0.488,0.42,0.418,0.431,0.45,1.8,1.028,1.039,4
1.062,5,5,3.275,5,5,5,5,1.813,5,5,1.74,1.731,1.743,1.77,1.792,0.488,0.421,0.418,0.431,0.45,1.053,1.028,1.039,4
1.062,1.104,5,3.275,5,5,5,5,1.813,5,5,1.74,1.731,1.743,1.77,1.792,0.484,0.42,0.418,0.43,0.45,1.04,1.028,1.039,4
1.062,1.104,5,3.275,5,5,5,1.836,1.813,5,5,1.739,1.731,1.743,1.77,1.795,0.488,0.42,0.418,0.43,0.45,1.053,1.028,1.039,4
1.063,1.101,5,3.275,5,5,5,1.833,1.81,5,5,1.739,1.731,1.742,1.77,1.795,0.485,0.42,0.418,0.431,0.45,5,1.028,1.039,4
1.064,1.102,5,3.279,4.236,5,5,1.831,1.812,5,5,1.738,1.729,1.74,1.768,1.79,0.488,0.424,0.418,0.43,0.449,1.046,1.03,1.041,4
1.066,1.101,5,3.285,4.235,5,5,1.829,1.812,5,5,1.735,1.726,1.737,1.764,1.786,0.488,0.42,0.418,0.43,0.449,1.045,1.033,1.043,4
1.07,1.108,5,3.288,4.231,5,5,1.828,5,5,5,1.73,1.721,1.732,1.756,0.74,0.492,0.42,0.417,0.43,0.448,1.05,1.037,1.047,4
1.072,5,5,5,4.234,5,5,2.006,3.072,5,5,1.724,1.714,1.726,1.749,1.777,1.87,0.428,0.417,0.426,0.566,1.055,1.042,1.056,4
1.077,5,5,3.295,4.234,5,5,1.937,3.068,5,5,1.72,1.707,1.714,1.74,0.718,1.861,0.422,0.416,0.425,0.57,1.062,1.049,1.061,4
1.084,2.88,5,3.31,4.238,5,5,1.995,3.069,5,5,1.712,1.698,1.708,1.731,0.711,1.849,0.421,0.416,0.424,0.575,1.069,1.056,1.087,4
1.092,5,5,3.319,4.243,5,5,1.958,5,5,5,1.695,1.689,1.696,1.721,0.704,1.836,0.422,0.416,0.423,0.584,1.082,1.065,1.102,4
1.103,2.907,5,5,4.251,5,5,1.928,5,5,1.706,1.685,1.679,1.685,1.71,0.694,0.458,0.422,0.416,0.423,0.594,1.097,1.074,1.114,4
1.787,5,5,5,4.256,5,5,1.926,5,3.051,1.697,1.677,1.668,1.677,1.702,0.687,0.46,0.423,0.416,0.423,0.608,1.854,1.083,1.13,4
1.797,2.924,5,5,4.262,5,5,1.919,5,3.035,1.686,1.665,1.657,1.667,1.78,0.679,0.457,0.423,0.416,0.422,4.26,1.859,1.093,1.108,4
1.808,2.181,5,5,4.267,2.788,5,1.958,5,3.028,1.677,1.654,1.647,1.655,1.767,0.679,0.463,0.424,0.416,0.426,0.456,1.864,1.103,1.142,4
1.173,1.855,5,5,4.276,2.794,5,1.939,5,3.021,1.669,1.644,1.636,1.644,1.754,0.679,5,0.425,0.417,0.426,0.449,0.474,1.116,1.152,4
1.182,2.952,5,5,4.28,2.796,5,1.919,5,5,1.663,1.634,1.625,1.64,1.411,0.676,1.709,0.427,0.418,0.427,0.446,0.474,1.126,1.138,4
1.167,5,5,5,4.295,5,5,1.906,5,5,1.684,1.626,1.615,1.623,1.731,0.674,1.698,0.428,0.42,0.428,0.444,0.472,1.136,1.142,4
1.174,2.972,5,5,4.294,5,5,1.903,5,3.022,1.674,1.616,1.604,1.616,1.724,1.739,1.687,0.429,0.421,0.429,0.448,0.475,1.147,1.152,4
1.176,2.983,5,5,4.316,5,5,1.715,5,2.997,5,1.605,1.594,1.602,1.716,1.723,1.7,0.431,0.422,0.43,0.446,0.473,1.157,1.158,4
1.182,2.353,5,5,5,5,5,1.706,5,2.991,1.652,1.596,1.584,1.592,1.64,1.716,1.662,0.432,0.423,0.434,0.447,0.473,1.173,1.168,4
1.191,2.42,5,3.395,4.314,4.322,5,1.698,5,2.985,1.642,1.587,1.575,1.579,1.36,1.711,1.651,0.434,0.425,0.435,0.447,0.473,1.179,1.177,4
1.197,2.276,5,5,5,4.324,5,1.889,5,2.985,1.632,1.577,1.565,1.569,1.348,1.698,0.469,0.435,0.426,0.436,0.448,0.474,1.189,1.186,4
